max_pred,PSZ2,MCXC,ACT,eROSITA,precision_eROSITA,found_eROSITA,PSZ2(z),precision_PSZ2(z),found_PSZ2(z),all_true,found,precision,all
0.1,0.9745762711864406,0.4461538461538462,0.25190839694656486,0.09530968129885749,0.3341176470588235,284,1.0,0.10470588235294118,89,0.32056451612903225,305,0.3588235294117647,850
0.15000000000000002,0.9661016949152542,0.4230769230769231,0.2366412213740458,0.08208057726999399,0.367624810892587,243,1.0,0.1346444780635401,89,0.30443548387096775,263,0.3978819969742814,661
0.20000000000000004,0.940677966101695,0.4076923076923077,0.22137404580152673,0.07606734816596512,0.41530054644808745,228,0.9777777777777777,0.15846994535519127,87,0.28830645161290325,246,0.44808743169398907,549
0.25000000000000006,0.9322033898305084,0.4076923076923077,0.1984732824427481,0.06915213469633193,0.44565217391304346,205,0.9666666666666667,0.18695652173913044,86,0.2762096774193548,222,0.4826086956521739,460
0.30000000000000004,0.9152542372881356,0.4076923076923077,0.1984732824427481,0.06464221286831029,0.49869451697127937,191,0.9666666666666667,0.2245430809399478,86,0.2701612903225806,207,0.5404699738903395,383
0.3500000000000001,0.8813559322033898,0.4,0.17557251908396945,0.05862898376428142,0.534375,171,0.9444444444444444,0.2625,84,0.25201612903225806,186,0.58125,320
0.40000000000000013,0.864406779661017,0.4,0.16793893129770993,0.054419723391461214,0.5719424460431655,159,0.9444444444444444,0.302158273381295,84,0.24596774193548387,174,0.6258992805755396,278
0.45000000000000007,0.8559322033898306,0.3923076923076923,0.16793893129770993,0.05021046301864101,0.6118143459915611,145,0.9444444444444444,0.35443037974683544,84,0.2399193548387097,158,0.6666666666666666,237
0.5000000000000001,0.8305084745762712,0.36923076923076925,0.1450381679389313,0.04690318701142514,0.6570048309178744,136,0.9222222222222223,0.3961352657004831,82,0.22379032258064516,149,0.7198067632850241,207
0.5500000000000002,0.8135593220338984,0.36153846153846153,0.12213740458015267,0.04269392663860493,0.6923076923076923,126,0.9222222222222223,0.45054945054945056,82,0.21169354838709678,139,0.7637362637362637,182
0.6000000000000002,0.7711864406779662,0.36153846153846153,0.11450381679389313,0.03998797354179194,0.7177914110429447,117,0.8888888888888888,0.48466257668711654,79,0.20161290322580644,126,0.7730061349693251,163
0.6500000000000001,0.7372881355932204,0.3384615384615385,0.09923664122137404,0.03698135898977751,0.75,108,0.8555555555555555,0.5277777777777778,76,0.18951612903225806,117,0.8125,144
0.7000000000000002,0.6864406779661016,0.3384615384615385,0.09923664122137404,0.03487672880336741,0.8095238095238095,102,0.8222222222222222,0.5793650793650794,73,0.1814516129032258,108,0.8571428571428571,126
0.7500000000000002,0.6440677966101694,0.3230769230769231,0.09923664122137404,0.030366806975345762,0.8529411764705882,87,0.7666666666666667,0.6666666666666666,68,0.16532258064516128,93,0.9117647058823529,102
0.8000000000000002,0.6101694915254238,0.2923076923076923,0.09923664122137404,0.026758869512928444,0.8555555555555555,77,0.7222222222222222,0.7111111111111111,64,0.15524193548387097,83,0.9222222222222223,90
0.8500000000000002,0.5169491525423728,0.26153846153846155,0.07633587786259542,0.01984365604329525,0.8636363636363636,57,0.6444444444444445,0.8636363636363636,57,0.12701612903225806,63,0.9545454545454546,66
0.9000000000000002,0.4152542372881356,0.2153846153846154,0.06870229007633588,0.016536380036079375,0.9215686274509803,47,0.5333333333333333,0.9411764705882353,48,0.10685483870967742,51,1.0,51
0.9500000000000003,0.23728813559322035,0.13846153846153847,0.03816793893129771,0.009621166566446182,0.9642857142857143,27,0.3,0.9642857142857143,27,0.05443548387096774,28,1.0,28
