max_pred,PSZ2,MCXC,ACT,PSZ2(z),precision_PSZ2(z),found_PSZ2(z),all_true,found,precision,all
0.1,0.0,0.058823529411764705,0.06707317073170732,0.0,0.0,0,0.05725190839694656,29,0.12831858407079647,226
0.15000000000000002,0.0,0.058823529411764705,0.042682926829268296,0.0,0.0,0,0.04007633587786259,20,0.136986301369863,146
0.20000000000000004,0.0,0.058823529411764705,0.042682926829268296,0.0,0.0,0,0.03816793893129771,19,0.168141592920354,113
0.25000000000000006,0.0,0.04411764705882353,0.03353658536585366,0.0,0.0,0,0.030534351145038167,15,0.16853932584269662,89
0.30000000000000004,0.0,0.04411764705882353,0.021341463414634148,0.0,0.0,0,0.022900763358778626,11,0.16666666666666666,66
0.3500000000000001,0.0,0.04411764705882353,0.01524390243902439,0.0,0.0,0,0.019083969465648856,9,0.16363636363636364,55
0.40000000000000013,0.0,0.029411764705882353,0.012195121951219513,0.0,0.0,0,0.015267175572519083,7,0.15217391304347827,46
0.45000000000000007,0.0,0.014705882352941176,0.012195121951219513,0.0,0.0,0,0.013358778625954198,6,0.16666666666666666,36
0.5000000000000001,0.0,0.0,0.012195121951219513,0.0,0.0,0,0.011450381679389313,5,0.21739130434782608,23
0.5500000000000002,0.0,0.0,0.009146341463414634,0.0,0.0,0,0.007633587786259542,3,0.21428571428571427,14
0.6000000000000002,0.0,0.0,0.009146341463414634,0.0,0.0,0,0.007633587786259542,3,0.3,10
0.6500000000000001,0.0,0.0,0.003048780487804878,0.0,0.0,0,0.003816793893129771,2,0.3333333333333333,6
0.7000000000000002,0.0,0.0,0.003048780487804878,0.0,0.0,0,0.003816793893129771,2,0.6666666666666666,3
0.7500000000000002,0.0,0.0,0.003048780487804878,0.0,0.0,0,0.0019083969465648854,1,1.0,1
